state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
Arizona,No,Extended,High School or Below,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
Nevada,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Unemployed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,Yes,Extended,High School or Below,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Premium,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Luxury Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Special,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Washington,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car,,,,,,,,
Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Arizona,Yes,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Washington,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Premium,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,Yes,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Washington,No,Premium,Doctor or Master,Other status,Urban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Washington,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,Doctor or Master,Employed,Rural,Special,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Extended,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Arizona,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Rural,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Nevada,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,Yes,Basic,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Special,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,Yes,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,Yes,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Arizona,Yes,Extended,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
Washington,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Extended,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
California,No,Premium,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Washington,No,Extended,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Basic,Bachelor or College,Other status,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,Yes,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car,,,,,,,,
Nevada,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Washington,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Arizona,No,Extended,High School or Below,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Washington,No,Extended,Bachelor or College,Unemployed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Doctor or Master,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Oregon,No,Extended,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Nevada,Yes,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Washington,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Other status,Suburban,Special,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,Yes,Premium,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Luxury Car,,,,,,,,
Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Extended,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Direct,Luxury Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Basic,High School or Below,Employed,Urban,Corporate,Offer 1-2,Direct,Luxury Car,,,,,,,,
California,No,Basic,High School or Below,Unemployed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Nevada,No,Extended,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
California,Yes,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Direct,Normal Car,,,,,,,,
Washington,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Nevada,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Luxury Car,,,,,,,,
California,Yes,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Nevada,Yes,Premium,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Rural,Special,Offer 3-4,Indirect,Normal Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car,,,,,,,,
Nevada,Yes,Extended,Doctor or Master,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Arizona,Yes,Basic,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Arizona,Yes,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Other status,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Nevada,Yes,Basic,High School or Below,Other status,Suburban,Special,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Extended,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,Yes,Premium,Bachelor or College,Other status,Suburban,Special,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,Bachelor or College,Employed,Rural,Special,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Extended,High School or Below,Employed,Rural,Special,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Luxury Car,,,,,,,,
California,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Washington,No,Extended,High School or Below,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Nevada,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,Yes,Extended,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,Doctor or Master,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Nevada,No,Premium,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
Nevada,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Basic,Doctor or Master,Employed,Urban,Corporate,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Washington,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,Yes,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Arizona,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
California,Yes,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Luxury Car,,,,,,,,
California,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,Yes,Basic,High School or Below,Other status,Suburban,Corporate,Offer 3-4,Indirect,Normal Car,,,,,,,,
Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Oregon,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car,,,,,,,,
California,Yes,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Washington,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car,,,,,,,,
California,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
Oregon,Yes,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car,,,,,,,,
Arizona,Yes,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car,,,,,,,,
Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car,,,,,,,,
California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car,,,,,,,,
